"PLT_CN","X","PREV_PLT_CN","PLOT.STATEAB","INVYR","ELEV","LAT","LON","TPH.PICO","TPH.PIEN","TPH.ABLA","TPH.total","TPH.Allhosts","QMD.PICO","QMD.PIEN","QMD.ABLA","QMD.Allhosts","QMD.total","BA.PICO","BA.PIEN","BA.ABLA","BA.total","BA.Allhosts","BA.Otherhosts","SDI.PICO","SDI.PIEN","SDI.ABLA","stand.MPB","stand.SB","stand.WBBB","stand.allBBs","BA.MPB","BA.SB","BA.WBBB","BA.allBBs","agentSB","agentMPB","agentWBBB","agents","nagents","hostsPICO","hostsPIEN","hostsABLA","hosts","nhosts","STATEFP","STATENS","AFFGEOID","GEOID","STUSPS","NAME","LSAD","ALAND","AWATER","hostBA.MPB","hostBA.SB","hostBA.WBBB","hostBA.MPB.samp","hostBA.SB.samp","hostBA.WBBB.samp","hostBA.allBBs.samp","nplots","pressureMPB","pressureSB","pressureWBBB","pressureallBBs","hostBA.allBBs","Rpressure.MPB","Rpressure.SB","Rpressure.WBBB","Rpressure.allBBs","JJSPEI","WYSPEI","DecTMIN","DecTMINa","JulTMAX","JulTMAXa","PPT","PPTa"
37261819010690,4259,-9999,"80001.NM",2010,8970,36.241395,-105.224944,0,14.8708925683,0,684.0610581418,14.8708925683,0,27.686,0,27.686,20.0854913589495,0,0.89525708554783,0,21.6745500475819,0.89525708554783,6.60769203676246,0,1.14784275323976,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,35,897535,"0400000US35",35,"NM","New Mexico",0,314196306401,728776523,0,65.7772454724791,0,0,141.288612721344,0,141.288612721344,14,0,15.4850615984627,0,15.4850615984627,65.7772454724791,0,7.20910679424253,0,7.20910679424253,-0.707666715234517,-0.0277621315792203,-9.44749994277954,0.252499866485596,23.1883001327515,0.898299217224121,660.241027832031,-82.1389770507812
37261822010690,4260,-9999,"90676.NM",2010,10260,36.188262,-105.394369,0,237.9342810928,0,490.7394547539,237.9342810928,0,22.6362136575444,0,22.6362136575444,24.1166278737306,0,9.57535511707689,0,22.4168425776493,9.57535511707689,0.253484120510302,0,12.8464195716041,0,0,12,0,12,0,5.99334719891451,0,5.99334719891451,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,35,897535,"0400000US35",35,"NM","New Mexico",0,314196306401,728776523,0,61.5955863560346,0,0,154.51447072256,0,154.51447072256,15,0,5.62736254572827,0,5.62736254572827,61.5955863560346,0,2.24328953800385,0,2.24328953800385,-0.00786156058311531,0,-9.92470006942748,0.275299739837647,22.718699836731,0.93869915008545,682.611633300781,-99.5484008789062
37262457010690,4267,-9999,"80809.NM",2010,9000,36.992226,-106.624779,0,14.8708925683,0,1026.0915872127,14.8708925683,0,38.862,0,38.862,27.2695479658331,0,1.76391491588159,0,59.9283480532965,1.76391491588159,30.6339779348576,0,1.97472347649048,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,35,897535,"0400000US35",35,"NM","New Mexico",0,314196306401,728776523,0,85.8248705361317,1.21060519623024,0,373.063898025077,54.7637221258958,427.827620150973,15,0,59.4141460204897,6.42036697029736,65.834512990787,87.0354757323619,0,13.6684664938567,0.141928439379609,13.3931001363108,-0.36104765459895,0.201034818376814,-11.1175998687744,0.482400512695313,24.4774997711182,1.15750007629395,685.18893737793,-98.0910919189453
37262521010690,4272,-9999,"85815.NM",2010,10140,36.772528,-106.237534,0,267.6760662294,0,698.9319507101,267.6760662294,0,27.0895627584582,0,27.0895627584582,25.8779412611377,0,15.4277940801548,0,36.7607735218291,15.4277940801548,0,0,18.9584722357161,0,0,2,0,2,0,0.644108876968509,0,0.644108876968509,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,35,897535,"0400000US35",35,"NM","New Mexico",0,314196306401,728776523,0,64.8685757313275,0,0,63.099009415613,0,63.099009415613,8,0,1.28866986592366,0,1.28866986592366,64.8685757313275,0,1.32480968504181,0,1.32480968504181,-0.371297391247936,0.649971245694906,-11.3288001060486,0.0711995124816896,21.8435998916626,1.37360057830811,724.816036987305,-97.9339630126953
37262723010690,4280,-9999,"91264.NM",2010,10400,36.005816,-106.443911,0,386.6432067758,0,535.3521324588,386.6432067758,0,18.4133492628832,0,18.4133492628832,18.2382494591266,0,10.2959462717856,0,13.986084306753,10.2959462717856,0,0,15.302081150608,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,35,897535,"0400000US35",35,"NM","New Mexico",0,314196306401,728776523,0,115.424717653545,0,0,86.2892648984103,0,86.2892648984103,11,0,2.70762333599783,0,2.70762333599783,115.424717653545,0,3.62184866724315,0,3.62184866724315,-0.297689412534237,0.895708757970068,-10.6610999107361,0.018900394439697,22.5870998382568,1.70710067749023,681.74423828125,-98.0957275390625
37262966010690,4288,-9999,"81869.NM",2010,8810,35.827475,-106.439937,0,14.8708925683,0,520.4812398905,14.8708925683,0,24.384,0,24.384,31.5235241485285,0,0.694444011481256,0,40.6223373517314,0.694444011481256,19.1309680107371,0,0.936772154470606,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,35,897535,"0400000US35",35,"NM","New Mexico",0,314196306401,728776523,0,124.543967128098,0,0,95.8907671587146,0,95.8907671587146,11,0,2.70762333599783,0,2.70762333599783,124.543967128098,0,3.51669051928258,0,3.51669051928258,-0.817314764857292,-0.287187844933942,-9.37320008277892,0.106799459457396,23.7339002609253,1.03389949798584,574.717626953125,-100.192407226563
37263627010690,4292,-9999,"85146.NM",2010,10290,35.762977,-105.585473,0,936.8662318029,0,966.6080169395,936.8662318029,0,22.5635588758258,0,22.5635588758258,22.4032962094008,0,37.46132104513,0,38.1034707701564,37.46132104513,0,0,50.9198670952564,0,0,1,0,1,0,0.401550796135375,0,0.401550796135375,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,35,897535,"0400000US35",35,"NM","New Mexico",0,314196306401,728776523,0,280.705029706006,0,0,220.419287127269,0,220.419287127269,14,0,26.5098123927143,0,26.5098123927143,280.705029706006,0,33.7603744762175,0,33.7603744762175,-0.78538122177124,0.913255146571568,-9.62940006256103,0.210600090026856,21.0875,0.737499618530274,794.867132568359,-122.752862548828
37263658010690,4294,-9999,"85818.NM",2010,10710,35.875014,-105.726045,0,282.5469587977,0,921.9953392346,282.5469587977,0,28.2780596110911,0,28.2780596110911,24.6750542778107,0,17.7451694196833,0,44.0895088252869,17.7451694196833,0,0,21.8871831921424,0,0,2,0,2,0,0.913642973004582,0,0.913642973004582,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,35,897535,"0400000US35",35,"NM","New Mexico",0,314196306401,728776523,0,332.747263728314,0,0,257.017074277914,0,257.017074277914,14,0,25.9977202158451,0,25.9977202158451,332.747263728314,0,33.6579594538638,0,33.6579594538638,-0.0455177485942841,0.940024137496948,-10.2308001518249,0.179199695587158,21.4769002914429,0.746900749206544,792.576342773438,-104.813671875
37264348010690,4297,-9999,"84815.NM",2010,10810,36.868789,-105.33544,0,282.5469587977,0,475.8685621856,282.5469587977,0,31.9135823848025,0,31.9135823848025,28.4867044184651,0,22.6012289162013,0,30.3292544558612,22.6012289162013,0,0,25.1888518386572,0,0,1,0,1,0,0.379849420776586,0,0.379849420776586,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,35,897535,"0400000US35",35,"NM","New Mexico",0,314196306401,728776523,0,162.542547917354,0.619845533685418,0,168.527531044515,0,168.527531044515,15,0,19.1857489131185,0,19.1857489131185,163.162393451039,0,18.504398021574,0,18.5749633511703,-0.209121436998248,0,-12.2301999092102,0.129799747467042,20.011199760437,1.15119915008545,701.573834228516,-42.6761657714843
37264364010690,4299,-9999,"83951.NM",2010,9640,36.732595,-105.452414,0,178.4507108196,0,892.253554098,178.4507108196,0,17.6418801908036,0,17.6418801908036,20.6455027047862,0,4.36212715111219,0,29.8696072694424,4.36212715111219,6.77926853569289,0,6.55885058919509,0,0,9,0,9,0,2.57522987590966,0,2.57522987590966,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,35,897535,"0400000US35",35,"NM","New Mexico",0,314196306401,728776523,0,316.772112736332,1.86126969700505,0,183.709752963926,0,183.709752963926,16,0,18.3895043526451,0,18.3895043526451,318.633382433337,0,31.7091610650918,0,31.8954757633716,0.0174626141786578,0.0904941037297248,-11.1814999580383,0.108500003814697,22.7875001907349,0.99749927520752,630.429824829101,-37.8502044677735
37264380010690,4306,-9999,"92915.NM",2010,9800,36.59565,-105.498248,0,14.8708925683,0,654.3192730052,14.8708925683,0,21.082,0,21.082,31.4475463069422,0,0.51909991266215,0,50.8222098263557,0.51909991266215,7.57385535221522,0,0.74220683216744,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,35,897535,"0400000US35",35,"NM","New Mexico",0,314196306401,728776523,0,285.816833882968,1.88500557630372,0,117.512344751862,0.219726425507741,117.732071177369,14,0,16.054044533651,0,16.054044533651,287.701839459271,0,39.0470991733964,0,39.2312655073741,-0.0133987754583365,-0.112995305657386,-10.5876000404358,0.0824000358581541,23.9822998046875,0.952299118041992,671.1693359375,-46.7606567382812
37264427010690,4311,-9999,"85708.NM",2010,10700,36.096773,-105.555547,0,148.708925683,0,1382.9930088519,148.708925683,0,24.6818218533398,0,24.6818218533398,17.9738521418533,0,7.11511238976971,0,35.0907471951734,7.11511238976971,0,0,8.85406458574862,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,35,897535,"0400000US35",35,"NM","New Mexico",0,314196306401,728776523,0,196.199497298892,0,0,236.502492884059,0,236.502492884059,16,0,18.8322726915627,0,18.8322726915627,196.199497298892,0,15.6230168655837,0,15.6230168655837,-0.217431451380253,0.303979685716331,-10.9799998283386,0.299999904632568,20.4143003463745,1.04429950714111,938.780041503906,-108.069934082031
37264440010690,4314,-9999,"87868.NM",2010,10620,36.534871,-105.359182,0,535.3521324588,0,773.2864135516,535.3521324588,0,28.1819521305549,0,28.1819521305549,26.0986366737952,0,33.3942723172991,0,41.3681714256942,33.3942723172991,2.9840144638313,0,40.8732588113364,0,0,2,0,2,0,2.27118456489329,0,2.27118456489329,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,35,897535,"0400000US35",35,"NM","New Mexico",0,314196306401,728776523,0,205.676894818863,1.88500557630372,0,142.384381472967,0.632353965315831,143.016735438283,18,0,15.1006910578197,0,15.1006910578197,207.561900395167,0,21.8132298940457,0,21.9158137237298,-0.184842306748033,0.980397226555007,-12.0073999404907,0.0625997543334967,19.7278997421265,1.20789928436279,754.045935058594,-44.7440429687501
37271545010690,4317,-9999,"80411.AZ",2010,9620,33.975422,-109.644946,0,74.3544628415,0,921.9953392346,74.3544628415,0,28.0082656942553,0,28.0082656942553,27.1512237709107,0,4.58110005664219,0,53.3823693027106,4.58110005664219,1.97753782956967,0,5.51843114997454,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,4,1779777,"0400000US04",4,"AZ","Arizona",0,294198551143,1027337603,0,25.6877974490024,0,0,318.151431055577,10.0169931760278,328.168424231604,21,0,24.2646242670529,0,24.2646242670529,25.6877974490024,0,1.95914489927069,0,1.89934407860126,-0.0412016600370409,0.558958119153977,-10.5554999828339,-0.0655002117156982,21.1722999572754,1.06229934692383,938.868756103516,-66.9712707519531
37271546010690,4318,-9999,"83218.AZ",2010,9020,33.974481,-109.479342,0,356.9014216392,0,594.835702732,356.9014216392,0,30.0662050592799,0,30.0662050592799,28.9330139028066,0,25.3393698112974,0,39.1088171244514,25.3393698112974,0,0,29.9915716983954,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,4,1779777,"0400000US04",4,"AZ","Arizona",0,294198551143,1027337603,0,4.9295276943472,0,0,312.030437572434,10.0169931760278,322.047430748461,25,0,26.8435463908535,0,26.8435463908535,4.9295276943472,0,0.424080440285535,0,0.410889802910928,-0.173641414195299,0.549688825383782,-9.94289989471435,0.547099876403809,23.2128997802734,1.30289993286133,677.82262878418,-82.8273956298829
37271688010690,4319,-9999,"90670.AZ",2010,8410,36.323424,-112.168928,0,74.3544628415,133.8380331147,505.6103473222,208.1924959562,0,17.4052098407345,21.6611025265721,20.2441118635236,28.0841162874508,0,1.76911420372797,4.9320896622715,31.3204346345748,6.70120386599947,21.2915358428988,0,2.70766101737261,6.80533824388946,0,1,0,1,0,0.203751801979744,0,0.203751801979744,"SB","absent","absent","SB",1,"absent","PIEN","ABLA","PIEN & ABLA",2,4,1779777,"0400000US04",4,"AZ","Arizona",0,294198551143,1027337603,0,0.308641782880558,0,0,78.1735533302053,9.98594815294509,88.1595014831504,13,0,0,2.17654245568968,2.17654245568968,0.308641782880558,0,0,0,0.00761996078400788,-0.191970998048783,0,-8.70140008926392,-0.161400127410889,26.891900062561,1.3818998336792,714.284030151368,-51.9259918212892
37271850010690,4320,-9999,"88735.AZ",2010,7050,34.296124,-110.786554,0,0,29.7417851366,282.5469587977,29.7417851366,0,0,34.1651244692596,34.1651244692596,33.4658095469328,0,0,2.72661203943677,24.8532740736601,2.72661203943677,0,0,0,3.21374621124824,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","ABLA","ABLA",1,4,1779777,"0400000US04",4,"AZ","Arizona",0,294198551143,1027337603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10569799542427,0.518987587520054,-5.98249998092651,0.177499866485595,29.2938001632691,0.823800849914551,616.481832885742,-107.158181762695
37272720010690,4321,-9999,"80428.CO",2010,8930,37.257013,-106.74337,0,74.3544628415,89.2253554098,371.7723142075,163.5798182513,0,37.5892539537565,27.51966240103,32.4860123409781,43.260815901691,0,8.25134516419743,5.30719190718835,54.6457962493801,13.5585370713858,34.6650837597504,0,8.73209102750201,6.57123215179562,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN & ABLA",2,8,1779779,"0400000US08",8,"CO","Colorado",0,268422891711,1181621593,0,145.368094528807,4.81936307360224,0,503.829981017331,100.524688965796,604.354669983127,24,0,12.6858102331722,5.32331723471189,18.0091274678841,150.18745760241,0,3.66018722710124,0.2552109215555,4.47542676904401,-0.193849784135819,-0.222343168780208,-13.6636999130249,-0.0137002944946293,25.7811002731323,1.10109996795654,607.553030395508,-84.2269989013673
37272728010690,4322,-9999,"87416.CO",2010,11260,37.032959,-106.61826,0,163.5798182513,14.8708925683,490.7394547539,178.4507108196,0,27.5889115011481,21.336,27.1229504786383,22.6187093997224,0,9.77888086306331,0.531683696290337,19.7186382413732,10.3105645593537,1.88719078423916,0,12.0622753674371,0.756566065247231,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN & ABLA",2,8,1779779,"0400000US08",8,"CO","Colorado",0,268422891711,1181621593,0,118.70170068472,0.6789214999399,0,436.628206026942,61.8642915800952,498.492497607037,18,0,59.4141460204897,6.42036697029736,65.834512990787,119.38062218466,0,16.1523238306946,0.0704594696278936,15.7662656103999,-0.294668497145176,-0.131126623786986,-12.9920000076294,-0.0120004653930666,20.6553003311157,1.12529964447022,1013.36374511719,-75.9762207031249
37272776010690,4323,-9999,"82820.CO",2010,10040,40.154776,-105.52941,356.9014216392,475.8685621856,282.5469587977,1249.1549757372,1115.3169426225,26.5661820616613,20.5450224172426,17.4032198109854,21.9696736786568,22.1235312280838,19.7832149034652,15.7757696058732,6.72109679341169,48.0192662131743,42.28008130275,5.73918491042425,25.2523950221776,22.1335716740665,10.2534852329945,1,0,0,1,1.45587594898322,0,0,1.45587594898322,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO, PIEN, & ABLA",3,8,1779779,"0400000US08",8,"CO","Colorado",0,268422891711,1181621593,24.9460323829194,105.088081302961,48.0991393308143,334.032994866324,172.256324654341,70.1632592068854,576.45257872755,25,69.5186982179303,3.71485349023718,0.965861907461669,74.1994136156291,178.133253016695,5.19174968825131,2.26631345115489,0.662128968729061,22.9288295464981,0.0215074703097335,1.11984816619328,-10.9913999557495,0.488599586486817,22.8806001663208,1.60059947967529,741.148529052734,-52.5314636230469
37272778010690,4324,-9999,"88708.CO",2010,10460,40.021159,-105.583222,0,386.6432067758,565.0939175954,951.7371243712,951.7371243712,0,29.8125776425372,24.2604118570498,26.6558221243502,26.6558221243502,0,26.989804618532,26.1220510121715,53.1118556307035,53.1118556307035,0,0,32.557447586887,34.0219181950901,0,0,1,1,0,0,0.51909991266215,0.51909991266215,"absent","absent","WBBB","WBBB",1,"absent","PIEN","ABLA","PIEN & ABLA",2,8,1779779,"0400000US08",8,"CO","Colorado",0,268422891711,1181621593,76.4789622522754,108.698120164296,29.4472593219216,466.803290295359,231.646131979549,92.7025487809169,791.151971055825,33,115.070563264009,3.64733810023206,0.446761994799519,119.164663359041,214.624341738493,18.8526461727549,1.71148463266306,0.141915367905705,32.327085525416,-0.0999898463487622,0.873354928834099,-13.6734000205994,0.24660005569458,19.6173004150391,1.06730117797852,953.757647705078,-50.7823913574219
37272790010690,4325,-9999,"85121.CO",2010,10970,38.566283,-106.307856,0,594.835702732,0,803.0281986882,594.835702732,0,31.1410111685539,0,31.1410111685539,29.4263666110161,0,45.3056900693523,0,54.6127920743553,45.3056900693523,9.30710200500297,0,52.9090223794261,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,8,1779779,"0400000US08",8,"CO","Colorado",0,268422891711,1181621593,99.4396955498542,58.2413675271418,2.60333617107921,429.945915512384,503.439582316866,103.355362114158,1036.74085994341,45,2.1083488977046,5.66737445654604,14.818045714171,22.5937690684217,160.284399248075,0.487627780463418,0.655641014793872,0.373239990681841,3.49308958661029,-0.120233976840973,0.752466252871921,-15.1163000106812,0.703699684143067,17.1490001678467,0.468999862670898,839.988641357422,-34.4713806152344
37272792010690,4326,-9999,"89788.CO",2010,11220,38.437026,-106.200596,0,0,0,44.6126777049,0,0,0,0,0,14.2828425742217,0,0,0,0.714789050880121,0,0.714789050880121,0,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","absent","none",0,8,1779779,"0400000US08",8,"CO","Colorado",0,268422891711,1181621593,74.0676983235209,62.9752060832709,2.60333617107921,467.212376291271,313.902557957118,54.6275610659189,835.742495314308,41,2.42671108829795,4.22476045917097,18.2330736052672,24.8845451527361,139.646240577871,0.384709211329497,0.847572451464672,0.868917064945725,4.15801900531931,-0.286772436648608,0.195076176098414,-14.6526999473572,0.617300510406493,18.2027002334595,0.602699851989746,720.985223388672,-52.6447814941406
